MYC	K562	0	0.511506579112879	0.9743478854845014	0.010542675852775574	0.25946712493896484	0.9990027546882629	7300.0	2063483.0
MYC	K562	1	0.5114589072562499	0.9757909267347711	0.010744158178567886	0.2696595788002014	0.9989444613456726	7492.0	2063352.0
MYC	K562	2	0.5039258633363062	0.9740880777569567		0.258363276720047	0.9989609718322754	7703.0	2063812.0
MYC	K562	3	0.4936996569736023	0.9746640595316411	0.010739735327661037	0.2732490301132202	0.9989178776741028	7281.0	2062596.0
MYC	K562	4	0.5139015135128306	0.9785707236913944	0.010305280797183514	0.266331285238266	0.9990087151527405	7246.0	2063254.0
MYC	K562	5	0.5049836570461741	0.9767035021461636	0.011002003215253353	0.2584781348705292	0.9989851117134094	7570.0	2062528.0
MYC	K562	6	0.4803638536211128	0.9710720235007079		0.2525554299354553	0.9989863634109497	7422.0	2062555.0
MYC	K562	7	0.5046053662622657	0.9754735009416031	0.010827036574482918	0.2655234634876251	0.9989610314369202	7409.0	2062018.0
MYC	K562	Mean	0.5030556746401775	0.9750888374734674		0.26295343041419983	0.9989708662033081	7427.875	2062949.75
MYC	K562	Median	0.5047945116542198	0.9750687802366221		0.2624952793121338	0.9989730715751648	7415.5	2062925.0
MYC	K562	Stdev	0.010422295944541865	0.0020382998309302148		0.006426092237234116	2.8705700970022008e-05	146.37233131640693	571.0956027671724
CTCF	HepG2	0	0.3518265972802427	0.9605398452262051	0.013878962025046349	0.26617300510406494	0.9967528581619263	8431.0	2080402.0
CTCF	HepG2	1	0.37799087558943206	0.9635932718070944	0.013704802840948105	0.26777175068855286	0.9968715310096741	8430.0	2080513.0
CTCF	HepG2	2	0.37014980530761127	0.9641570444413983	0.013697397895157337	0.26842159032821655	0.9967701435089111	8466.0	2080555.0
CTCF	HepG2	3	0.391496437063924	0.962106359267493	0.013782753609120846	0.2792111933231354	0.9968114495277405	8569.0	2080521.0
CTCF	HepG2	4	0.3895268152654707	0.9627871112864334	0.013546895235776901	0.2820585072040558	0.9967687129974365	8443.0	2080427.0
CTCF	HepG2	5	0.3858069433209035	0.9633707518795103	0.013621398247778416	0.2748171091079712	0.9967761635780334	8509.0	2080542.0
CTCF	HepG2	6	0.3635511291789514	0.9645036165612817	0.01361730694770813	0.2688911557197571	0.9967503547668457	8445.0	2081019.0
